"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
24,0.0234824,0.002454314,0.001855054,0.03351506,0.02517373,0.1762299,0.007093869,0.002915137,0.04491923,0.003086008,0.01309286,0.002404981,0.0007368192,0.01082173,0.01317213,0.002512262,0.0008044274,0.03907026,0.001731844,0.02996778,8.602754E-05,0.0432438,9.222762E-05,0.02601404,0.07300526,0.003444639,0.003231067,0.0001159343,0.0008978489,3.982349E-05,0.001033499,0.0003828667,0.000324045,0.03618052,0.0002782689,0.002615224,0.001256254,8.020564E-06,4.055027E-05,0.001892349,0.05847264,0.01182424,0.05471243,0.003968575,0.01570532,0.001525161,0.01601241,0.009823411,8.958551,0.0001309377,0.01877028,0.1646012,1.70041,0.150737,0.0006382902,0.0003209527,0.01781139,0.1696333,0.4000799,0.1020814,0.03308834,0.05416633,0.05158802,0.02483905,0.0002376797,2.124233,0.0117693,0.005333525,0.04363551,0.09078917,22.95231,1.920553,8.432002,7.296978,10.02618,2.677554,6.439118,21.27206
25,0.02349928,0.002443348,0.001852757,0.03356085,0.02520341,0.1763194,0.007111198,0.002924048,0.04502757,0.003069911,0.0129659,0.002408582,0.0007378643,0.01091044,0.01288941,0.00252254,0.0008023564,0.03884708,0.001734537,0.02912135,9.156586E-05,0.04322395,9.307602E-05,0.02595637,0.0730792,0.003229455,0.003208958,0.0001143389,0.0008754791,3.997517E-05,0.001035546,0.0003796474,0.0003252186,0.03395114,0.0002967045,0.002560664,0.001206439,7.976052E-06,4.033222E-05,0.001885717,0.05821983,0.01269737,0.05481466,0.003969282,0.01575893,0.00152817,0.0160708,0.009796874,9.074557,0.0001311762,0.01870337,0.1646783,1.700987,0.151062,0.0006343522,0.000330014,0.01818607,0.1480604,0.3808222,0.09881041,0.03069355,0.0528929,0.05276685,0.02510676,0.0002358552,2.260098,0.009289242,0.004320762,0.04374368,0.09134457,23.06723,1.912254,6.927378,6.596885,8.058526,3.40136,5.064703,16.41952
26,0.02351657,0.002432594,0.001850189,0.03362674,0.02523539,0.1763694,0.007127901,0.002933386,0.04513474,0.003053768,0.01285099,0.002413329,0.0007389006,0.01099927,0.01259692,0.002532646,0.000800285,0.03880665,0.001736229,0.02848462,9.474263E-05,0.0433308,9.026891E-05,0.02606745,0.07316547,0.003056853,0.003163393,0.0001137443,0.0008484189,4.039228E-05,0.001035837,0.0003733697,0.0003272117,0.03169847,0.0003018148,0.002545933,0.001188954,7.903121E-06,4.017374E-05,0.001883748,0.05824487,0.01359777,0.05491387,0.00397544,0.01581475,0.001533867,0.01605478,0.009861915,9.21786,0.000131218,0.01864722,0.1642058,1.690151,0.1507242,0.000630039,0.0003388209,0.01831811,0.1307994,0.3507521,0.09107743,0.02790385,0.04950084,0.05447711,0.02529256,0.0002359548,2.314955,0.007185248,0.003666744,0.04331272,0.09080904,22.45641,1.853453,5.31947,5.754172,7.178526,4.436932,4.671327,13.20068
27,0.0235315,0.002421936,0.001847146,0.03370175,0.02526753,0.1763408,0.007142876,0.002941771,0.04523437,0.00303767,0.01274126,0.002416687,0.0007397939,0.01108795,0.01231528,0.002542345,0.0007981942,0.04004107,0.001736051,0.02890709,9.748908E-05,0.04340165,8.657814E-05,0.02639753,0.07320669,0.003160187,0.003152894,0.0001149213,0.0008480322,4.062218E-05,0.001035314,0.0003729473,0.0003294619,0.03140329,0.0003116827,0.002494387,0.001193934,7.794998E-06,4.0483E-05,0.00188992,0.05843972,0.01440578,0.05501057,0.003980554,0.0158698,0.001541379,0.01583031,0.009997288,9.339926,0.0001312048,0.01859068,0.1631285,1.668508,0.1504308,0.0006253129,0.0003466196,0.01813796,0.1200627,0.3197999,0.08125149,0.02567889,0.04592929,0.05752734,0.02562429,0.0002372275,2.263147,0.005830504,0.003299044,0.04179583,0.0890769,21.39339,1.792125,4.039664,4.959084,7.789838,5.835861,5.698171,11.98905
28,0.02354172,0.002411232,0.001843176,0.0337709,0.02529752,0.1762007,0.007155653,0.002949169,0.04532233,0.003022272,0.01262667,0.00241807,0.0007404875,0.01117669,0.01204108,0.00255198,0.0007959973,0.04166367,0.001734711,0.02983075,9.653384E-05,0.04328537,8.366938E-05,0.02689001,0.07320055,0.003439528,0.003179394,0.0001162747,0.0008762624,4.072742E-05,0.001033312,0.0003858843,0.0003315974,0.03356378,0.0003286632,0.00248916,0.001246593,7.655996E-06,4.098017E-05,0.001903257,0.05877143,0.01503106,0.05511307,0.003989363,0.01592569,0.001547683,0.01544052,0.01018613,9.417028,0.0001311994,0.01852686,0.1617063,1.643133,0.149494,0.0006202232,0.0003529436,0.0177324,0.1190018,0.2932962,0.07096366,0.02461009,0.04302361,0.06024105,0.02593108,0.0002384328,2.137357,0.005988177,0.003106615,0.03988443,0.08648987,20.29889,1.731719,3.29807,4.406031,9.656586,7.056187,8.176942,13.489
29,0.02354944,0.002400311,0.001837812,0.03382658,0.02532706,0.1760371,0.007166978,0.002956429,0.04540198,0.00300712,0.01252245,0.002418245,0.0007411126,0.01126593,0.01178922,0.00256211,0.0007935959,0.04211974,0.001733646,0.03086692,9.602903E-05,0.0432937,8.427008E-05,0.02745536,0.07317612,0.00368449,0.003224604,0.0001172708,0.0009050667,4.068397E-05,0.001030489,0.0003981448,0.0003334093,0.03652721,0.0003423938,0.002561989,0.001363971,7.499026E-06,4.152719E-05,0.001920227,0.05915793,0.01446993,0.05526624,0.00400322,0.01599889,0.001556558,0.01504035,0.0103662,9.341312,0.0001311926,0.01845906,0.1604592,1.624844,0.1482313,0.0006148799,0.0003522159,0.01726722,0.1281675,0.2829026,0.06289337,0.02507502,0.04149302,0.05962333,0.02554833,0.0002408273,1.986128,0.007020733,0.003200497,0.03781728,0.08391033,19.72196,1.708626,3.145318,4.331923,12.07594,7.116142,11.56355,17.62885
30,0.02356032,0.002389277,0.001831439,0.0338654,0.02536096,0.1760167,0.007178402,0.002964846,0.04548299,0.002992074,0.01247088,0.002418425,0.0007431518,0.01135682,0.01155502,0.0025732,0.0007902354,0.04103829,0.001734634,0.03131961,9.522579E-05,0.04367993,8.551595E-05,0.0278361,0.07317726,0.003699635,0.003264371,0.0001181701,0.0009228121,4.059276E-05,0.001028771,0.0003948843,0.0003353014,0.03671309,0.0003499319,0.002677021,0.001450159,7.341713E-06,4.156498E-05,0.001935121,0.05944959,0.0132002,0.05567808,0.004020458,0.01612403,0.001566748,0.01514175,0.01048553,9.199777,0.000131099,0.01841022,0.1600963,1.621675,0.1464651,0.0006092728,0.0003447683,0.01705999,0.1488389,0.2925577,0.05822889,0.02656173,0.04121374,0.05473911,0.02443379,0.0002439104,1.871269,0.008290801,0.003251761,0.03285,0.08202704,19.41428,1.590382,3.600908,4.846738,14.01643,5.781621,13.99993,23.30179
31,0.02357288,0.00237852,0.001824638,0.03388488,0.02539763,0.1761636,0.00719087,0.002974059,0.0455692,0.002977354,0.01245477,0.002419379,0.0007460211,0.01144202,0.01122368,0.002582463,0.0007836068,0.03950354,0.00173658,0.0309001,9.373849E-05,0.0438966,8.497774E-05,0.0276069,0.07321924,0.003535086,0.00328159,0.0001192092,0.0009064997,4.062424E-05,0.001028386,0.0003850321,0.0003367908,0.03527683,0.000339689,0.002686566,0.001471249,7.20012E-06,4.137554E-05,0.001945488,0.05938451,0.01182981,0.05621398,0.004030126,0.01626389,0.001572406,0.01535289,0.01048194,9.04845,0.000130925,0.01837684,0.1604922,1.633688,0.1440095,0.0006033264,0.0003356856,0.01710707,0.1772725,0.3081184,0.05798375,0.02818815,0.0413847,0.04903482,0.0231386,0.0002456879,1.801681,0.009117481,0.003112947,0.02761405,0.0811846,19.39954,1.429956,4.610853,5.771353,15.64865,4.515335,15.40878,27.80252
32,0.02358584,0.00236802,0.001818087,0.03388977,0.0254352,0.176472,0.007205451,0.002983953,0.04566548,0.002962952,0.0124678,0.002420755,0.0007492963,0.01152675,0.01086218,0.002589888,0.0007747341,0.0378909,0.001738773,0.03017963,8.950456E-05,0.04390722,8.300831E-05,0.0267334,0.07328786,0.003350089,0.003280694,0.0001195598,0.0008818405,4.065301E-05,0.001029073,0.0003732557,0.0003377597,0.03346632,0.0003136935,0.002600655,0.001475935,7.085943E-06,4.112998E-05,0.001946023,0.05874516,0.01055215,0.05680596,0.004023189,0.01638939,0.001568841,0.01516667,0.0103499,8.897301,0.0001307412,0.01835403,0.1614192,1.6579,0.1418049,0.0005973869,0.000326416,0.01714567,0.1998918,0.3342294,0.06398979,0.03070565,0.04316957,0.04361054,0.02184424,0.0002449486,1.786263,0.009819494,0.002989952,0.02298149,0.08157266,19.67346,1.277583,6.131778,6.852711,16.34567,3.667181,14.77129,30.7661
33,0.02359962,0.002357422,0.001812528,0.03388797,0.02546991,0.1767974,0.007221115,0.002993471,0.04576754,0.002948043,0.01247677,0.002420121,0.0007524197,0.0116178,0.01066216,0.002599189,0.0007687961,0.0363014,0.001740647,0.03042697,9.067212E-05,0.04452175,8.565892E-05,0.02603332,0.07332762,0.003337798,0.003271421,0.0001210926,0.0008717349,4.075359E-05,0.001031931,0.00036164,0.0003381908,0.03334185,0.0002963986,0.00250091,0.001496354,7.00682E-06,4.080861E-05,0.001944802,0.05783515,0.009417618,0.0573977,0.004004611,0.01653607,0.001559298,0.01504965,0.01017868,8.725173,0.0001305111,0.01832299,0.162373,1.685916,0.142391,0.0005922223,0.0003168913,0.01732434,0.2093569,0.3690881,0.07611243,0.03338792,0.0457054,0.03873161,0.0206038,0.0002446432,1.822295,0.01156362,0.003934356,0.01969288,0.08300775,20.20936,1.221577,7.792294,7.737761,16.4254,3.097345,13.54007,30.81887
34,0.02360933,0.002346902,0.001808709,0.03387977,0.02549668,0.1769424,0.007237684,0.003002317,0.04587205,0.002933088,0.01241342,0.002419005,0.0007540873,0.01171027,0.01050369,0.002609996,0.0007656962,0.03670985,0.001742198,0.03113321,8.893363E-05,0.04411074,8.316703E-05,0.02511625,0.0733123,0.003615686,0.003298074,0.0001232397,0.0008982825,4.107132E-05,0.001032958,0.0003646384,0.0003381879,0.03537702,0.000272115,0.00231396,0.001473584,6.961881E-06,4.051636E-05,0.001940305,0.05676599,0.009632587,0.05788919,0.003981465,0.0166605,0.001543411,0.01474596,0.01001062,8.716941,0.0001304297,0.01827545,0.1630883,1.709822,0.1448727,0.0005882874,0.0003081217,0.01729543,0.2078232,0.3957926,0.0895106,0.03523589,0.04852411,0.04096201,0.02130319,0.0002424649,1.884964,0.01358886,0.005114109,0.02705522,0.08476616,21.39048,1.447395,8.978441,8.007481,15.40789,2.663104,11.57383,29.47927
35,0.0236199,0.002336556,0.001806011,0.03388062,0.02551954,0.1770454,0.007255536,0.003011624,0.04598167,0.002918813,0.01232702,0.00241971,0.0007551052,0.01180327,0.01036228,0.002621293,0.0007636503,0.03809604,0.001744422,0.03184555,8.698987E-05,0.04361705,8.350195E-05,0.02435703,0.07328805,0.003839673,0.003348869,0.0001231437,0.0009239011,4.123154E-05,0.001035108,0.0003788465,0.0003383136,0.03680019,0.0002654898,0.002190921,0.001436295,6.943717E-06,4.028414E-05,0.001931361,0.05580592,0.01055933,0.05814999,0.003962606,0.01675581,0.001526485,0.01456316,0.009859336,8.822854,0.0001307959,0.01822878,0.1636396,1.727736,0.1485229,0.0005850217,0.000310687,0.01731494,0.2004601,0.4025901,0.09939553,0.03588066,0.05049355,0.04625563,0.02300544,0.0002383212,1.989065,0.01366179,0.005670442,0.03650408,0.08640193,22.38103,1.737919,9.260891,7.820578,12.78638,2.409679,8.748568,26.35219
36,0.02363313,0.002326572,0.001804109,0.03390083,0.02554356,0.1771208,0.007273534,0.003021366,0.04609335,0.002904841,0.01223524,0.002422796,0.00075595,0.01189706,0.01023138,0.002633058,0.0007619398,0.03880743,0.001747531,0.03169465,8.550182E-05,0.04323676,8.650142E-05,0.02416583,0.07330514,0.00379432,0.003375239,0.0001216368,0.000932271,4.156824E-05,0.001037615,0.0003849059,0.0003390147,0.03572398,0.000278666,0.002131189,0.001423999,6.936349E-06,4.009893E-05,0.001923027,0.05523838,0.01162231,0.05831179,0.003955795,0.01683131,0.001525175,0.01466467,0.009787782,8.980056,0.0001312832,0.01819254,0.1639616,1.73767,0.1512181,0.0005819292,0.0003185108,0.01764932,0.1813356,0.3978325,0.1028339,0.03553101,0.04951518,0.05146739,0.02424726,0.0002368071,2.129053,0.01168849,0.005366981,0.04339542,0.08774919,22.86548,1.916264,8.438925,7.293561,10.01909,2.673027,6.440928,21.26801
37,0.0236496,0.00231688,0.001802445,0.03394534,0.02557081,0.1772031,0.007290738,0.003026988,0.04619293,0.002890494,0.01220762,0.002429944,0.0007568682,0.01199139,0.01006865,0.00264231,0.0007603589,0.03851205,0.001750579,0.03073684,9.144384E-05,0.04310765,9.341028E-05,0.02420303,0.07336567,0.003495944,0.00335606,0.0001199284,0.0009069381,4.194597E-05,0.001039673,0.0003817819,0.0003397921,0.0333092,0.0003027865,0.002080443,0.001371824,6.924131E-06,3.985124E-05,0.001911401,0.05504614,0.01245791,0.05844827,0.003950285,0.01682717,0.001526976,0.01486177,0.009759491,9.096428,0.0001315636,0.01820648,0.1639332,1.738075,0.1515462,0.0005786394,0.0003278532,0.01802279,0.1592982,0.3804796,0.09964728,0.03371295,0.04787458,0.05264353,0.02450448,0.0002349406,2.2659,0.009279074,0.004485005,0.04372832,0.08861534,22.97964,1.907522,6.925237,6.593172,8.051922,3.393117,5.066913,16.41756
38,0.02366648,0.002307393,0.001800501,0.03401086,0.0256004,0.1772309,0.007306667,0.003030366,0.04628351,0.002876102,0.01219487,0.002438147,0.0007578241,0.01208592,0.009905277,0.002649913,0.0007588244,0.03836662,0.001752222,0.02991721,9.504614E-05,0.04311543,9.461932E-05,0.02431342,0.07343651,0.003256498,0.003310808,0.0001190574,0.0008774384,4.238555E-05,0.001040157,0.0003755616,0.0003408662,0.03085318,0.0003141169,0.002072512,0.001344966,6.886884E-06,3.965405E-05,0.001902341,0.05515252,0.01329559,0.05858142,0.003947833,0.01678824,0.001530091,0.01499697,0.009815713,9.240097,0.0001316353,0.01823177,0.1633099,1.726672,0.15121,0.0005749686,0.0003369215,0.01815561,0.1427884,0.3519942,0.09121403,0.03092475,0.04474143,0.05434979,0.02468029,0.0002349759,2.32119,0.007235371,0.003912949,0.04353339,0.08842408,22.37118,1.848398,5.310287,5.750244,7.172368,4.423036,4.673536,13.19888
39,0.02368106,0.002297974,0.001798033,0.03408622,0.02563026,0.177176,0.007320665,0.00303195,0.0463639,0.002861754,0.01217938,0.002444719,0.000758657,0.01218035,0.009747367,0.002656523,0.0007573089,0.03948415,0.001751762,0.0301501,9.854697E-05,0.0431031,9.337042E-05,0.02457671,0.07345744,0.003314314,0.003292645,0.0001200558,0.0008757647,4.25477E-05,0.001039789,0.0003752786,0.0003420277,0.03034321,0.0003272391,0.00205079,0.001333431,6.816475E-06,3.993082E-05,0.001901149,0.05543387,0.01403766,0.05871134,0.003944059,0.01673959,0.001534687,0.01493152,0.009941261,9.362903,0.0001316455,0.01825135,0.1620723,1.704204,0.150921,0.0005708822,0.0003449622,0.01797878,0.1290705,0.3255719,0.0810137,0.02846921,0.04162442,0.0573909,0.02500269,0.0002361977,2.269185,0.005918427,0.003576691,0.04221043,0.08702928,21.31236,1.786869,4.027161,4.955012,7.783781,5.812214,5.700619,11.98571
40,0.02369086,0.0022885,0.001794612,0.03415592,0.02565796,0.1770074,0.007332377,0.003032425,0.04643181,0.002848039,0.0121493,0.002449051,0.000759303,0.01227488,0.009589425,0.002662866,0.0007557333,0.04098352,0.001750014,0.03089224,9.834536E-05,0.04291229,9.126342E-05,0.02490182,0.07343417,0.003545811,0.003318081,0.0001215101,0.0009047837,4.27694E-05,0.001038257,0.0003885581,0.0003430174,0.03221056,0.0003466316,0.002077521,0.001366084,6.71618E-06,4.040146E-05,0.001907457,0.05584721,0.01460147,0.05884679,0.00394431,0.01669291,0.00153816,0.01469597,0.01012009,9.441928,0.0001316624,0.01825751,0.1604911,1.677912,0.1499909,0.0005664247,0.0003515096,0.01757885,0.1247598,0.3025355,0.07029627,0.02705568,0.03920726,0.06009993,0.02530022,0.0002373796,2.142793,0.006102834,0.003389892,0.04044279,0.08475233,20.22239,1.726386,3.284706,4.401952,9.650002,7.019643,8.180988,13.48275
41,0.02369818,0.002278794,0.001789831,0.03421177,0.02568527,0.1768157,0.007342624,0.003032919,0.0464914,0.002834529,0.01212124,0.002451958,0.0007598997,0.01236998,0.009446267,0.002669696,0.0007540008,0.04131911,0.001748461,0.03175719,9.850207E-05,0.04285972,9.2798E-05,0.02529029,0.07339346,0.003743189,0.003361807,0.000122077,0.0009340728,4.303522E-05,0.001035636,0.0004011709,0.0003436689,0.03485845,0.0003611852,0.002197604,0.001454537,6.597706E-06,4.092373E-05,0.0019178,0.05629326,0.01399055,0.05903585,0.003950045,0.01666848,0.001544378,0.01443508,0.01028979,9.368724,0.0001316805,0.01825446,0.1590852,1.658795,0.148733,0.0005617091,0.0003510062,0.01711944,0.1320221,0.2925356,0.0620139,0.02700713,0.03816648,0.05949387,0.02491019,0.0002397689,1.990767,0.0071618,0.003488605,0.03847628,0.08244076,19.64864,1.703377,3.131576,4.327942,12.06799,7.075334,11.57111,17.62053
42,0.0237087,0.002268959,0.001784043,0.03425039,0.025717,0.1767679,0.007352942,0.003034778,0.04655259,0.002821113,0.01214024,0.002454762,0.0007619383,0.01246684,0.009313577,0.002677536,0.0007513722,0.04012363,0.001748922,0.03204853,9.754012E-05,0.04318797,9.491206E-05,0.02554285,0.07337901,0.003716968,0.003394889,0.0001231211,0.0009512293,4.297693E-05,0.00103363,0.0003980146,0.0003444062,0.03483346,0.0003705274,0.002358187,0.001508846,6.477464E-06,4.093342E-05,0.001926432,0.0566312,0.01268848,0.05949979,0.003959579,0.01670285,0.001552034,0.01465214,0.01039831,9.228959,0.0001316132,0.01826652,0.1585567,1.655045,0.1469688,0.0005567161,0.0003438373,0.01691594,0.1501552,0.3020886,0.05789705,0.02755498,0.03858067,0.05463399,0.02379172,0.0002428724,1.875015,0.008462789,0.00354207,0.03355981,0.08078177,19.34276,1.585678,3.585128,4.842963,14.00725,5.751271,14.01117,23.29606
43,0.02372091,0.002259326,0.001777818,0.03426932,0.02575168,0.1768887,0.0073643,0.003037549,0.04661915,0.002808028,0.01219196,0.002458339,0.0007648253,0.01255704,0.009086863,0.002683381,0.0007455416,0.03848764,0.00175027,0.03147772,9.578654E-05,0.04335806,9.460533E-05,0.02529223,0.07340558,0.003525396,0.003395066,0.0001237567,0.000934091,4.311646E-05,0.001032936,0.0003881638,0.0003447437,0.03327391,0.0003562621,0.002430013,0.001492812,6.370602E-06,4.071354E-05,0.001930947,0.05660222,0.01130187,0.06009403,0.00396195,0.01675732,0.001555264,0.0149673,0.01038401,9.078821,0.0001314629,0.01829138,0.158782,1.666702,0.1445143,0.0005513589,0.0003349779,0.016964,0.1774549,0.3161221,0.05818791,0.02832367,0.03940849,0.04895124,0.02249563,0.0002446791,1.804554,0.009322098,0.003397492,0.02832785,0.08012944,19.32849,1.426121,4.589621,5.768142,15.63955,4.494568,15.42308,27.8046
44,0.02373358,0.002249891,0.00177183,0.034273,0.0257873,0.1771725,0.007377789,0.003041013,0.04669548,0.002795247,0.01227112,0.002462362,0.0007681317,0.01264639,0.008827618,0.0026872,0.0007375077,0.03678783,0.001751789,0.03061875,9.126247E-05,0.04333303,9.289874E-05,0.02459419,0.07345901,0.003318625,0.003375907,0.0001241891,0.0009080999,4.325472E-05,0.001033738,0.0003763568,0.0003445671,0.03139846,0.0003303515,0.002408726,0.001458768,6.288374E-06,4.043544E-05,0.001925882,0.05599332,0.01002114,0.06074697,0.003948076,0.01680143,0.001549291,0.01487739,0.01024144,8.928094,0.0001313009,0.01832424,0.1595389,1.690787,0.1423133,0.0005459843,0.0003258743,0.01700207,0.1999278,0.3407323,0.06423052,0.03007815,0.04174815,0.04354175,0.02120327,0.000243949,1.78827,0.01005791,0.003266642,0.02366638,0.08068483,19.60192,1.274706,6.101393,6.850544,16.33832,3.652278,14.78759,30.77647
45,0.02374698,0.002240386,0.001766818,0.03426982,0.02582001,0.1774742,0.007392357,0.003044091,0.04677739,0.002782006,0.01234311,0.00246436,0.0007712885,0.01274304,0.008710338,0.002692885,0.0007324144,0.03512492,0.00175293,0.03074371,9.234779E-05,0.0439002,9.599904E-05,0.02400685,0.07348301,0.00328095,0.003356188,0.0001257661,0.0008982606,4.340436E-05,0.001037365,0.0003647198,0.0003438583,0.03119558,0.0003114962,0.002371514,0.001440475,6.238325E-06,4.008021E-05,0.001919397,0.05509739,0.008892564,0.06140048,0.003923112,0.01687025,0.001537526,0.01484882,0.01006066,8.756511,0.0001310861,0.0183463,0.1603303,1.718782,0.1429161,0.0005413884,0.0003165255,0.01717971,0.2082421,0.3763967,0.07617679,0.03208643,0.04488623,0.03867391,0.01996778,0.0002436614,1.823434,0.01184361,0.00425698,0.02034585,0.08227632,20.13718,1.219582,7.751703,7.736991,16.4205,3.085282,13.55734,30.83543
46,0.02375639,0.002230986,0.001763493,0.03425974,0.02584493,0.177597,0.007407884,0.003046577,0.04686172,0.002768731,0.01233948,0.002465792,0.0007729932,0.01284152,0.008623125,0.002700094,0.0007301494,0.03545438,0.001753761,0.03133883,9.015726E-05,0.04344417,9.360887E-05,0.02313233,0.07345164,0.003528847,0.003382199,0.0001276673,0.0009262276,4.351569E-05,0.001037774,0.0003679166,0.0003427416,0.03300726,0.0002878737,0.002245123,0.001376684,6.219988E-06,3.975549E-05,0.001910002,0.05401962,0.009107932,0.06194814,0.003894175,0.01691996,0.001519647,0.01462756,0.009883643,8.750271,0.0001310213,0.01834855,0.1608937,1.742611,0.1454526,0.0005380303,0.0003079248,0.01715145,0.2022641,0.4073546,0.08854845,0.03376967,0.04811986,0.04090583,0.02067058,0.0002415332,1.885158,0.01392019,0.005525329,0.02771892,0.08418975,21.31757,1.446185,8.934541,8.008276,15.40555,2.653411,11.58922,29.50015
47,0.02376672,0.002221753,0.0017613,0.03425839,0.02586579,0.1776796,0.007424715,0.003049764,0.04695204,0.002756059,0.01230829,0.002468921,0.0007740629,0.01294076,0.008546745,0.002707856,0.0007289472,0.03675537,0.001755306,0.03194759,8.773027E-05,0.04292902,9.380126E-05,0.02240865,0.07341085,0.003737578,0.00342224,0.0001272939,0.0009530057,4.378986E-05,0.00104021,0.0003824994,0.000341786,0.03423815,0.0002791716,0.00218337,0.001299787,6.226759E-06,3.949411E-05,0.001896465,0.05301531,0.01002766,0.06225053,0.00386997,0.01694354,0.001500889,0.01451704,0.009723553,8.857841,0.0001314168,0.01834811,0.1612993,1.760308,0.1491809,0.0005353422,0.0003105989,0.0171706,0.1875069,0.4203598,0.09644761,0.03419655,0.05055062,0.04619693,0.02237288,0.0002374401,1.988191,0.01403507,0.006157716,0.03722379,0.08598181,22.30866,1.73743,9.224604,7.822748,12.78614,2.401844,8.759109,26.37333
48,0.02377976,0.002212879,0.001759901,0.03427599,0.02588794,0.1777351,0.007441767,0.00305358,0.04704477,0.00274367,0.01226641,0.00247429,0.000774967,0.01304084,0.008476176,0.002716163,0.0007280877,0.03738691,0.001757772,0.03169766,8.587168E-05,0.04252752,9.729469E-05,0.02214879,0.07341228,0.003673156,0.003435979,0.0001260738,0.0009609936,4.412342E-05,0.001043114,0.0003888549,0.000341444,0.03309802,0.0002930919,0.002186849,0.001246104,6.243662E-06,3.928114E-05,0.001883857,0.05237146,0.01107541,0.06244663,0.003858079,0.0169503,0.001497839,0.0146842,0.009643376,9.015966,0.0001319363,0.01835427,0.1614779,1.769851,0.1519583,0.0005328211,0.0003184997,0.01750197,0.1694405,0.4118195,0.09933434,0.03314282,0.05038389,0.05140614,0.02361307,0.0002359696,2.127194,0.01207703,0.005876987,0.04420129,0.08748109,22.79483,1.916494,8.418353,7.296797,10.0201,2.666658,6.447118,21.28391
49,0.02379602,0.002204271,0.001758734,0.03431761,0.02591343,0.1777877,0.007458393,0.00305412,0.0471272,0.002730947,0.01212719,0.002477918,0.0007758228,0.01314087,0.008360077,0.002722177,0.0007273884,0.03707962,0.001758801,0.03061214,8.987515E-05,0.04239668,8.765332E-05,0.02178387,0.07345609,0.003383938,0.003396569,0.0001241975,0.000934275,4.450666E-05,0.001045633,0.0003856748,0.0003415494,0.03070078,0.0002940958,0.002183457,0.001165633,6.238814E-06,3.900104E-05,0.001869986,0.05211902,0.01182832,0.06261498,0.003846243,0.0169061,0.001497542,0.01473917,0.00960337,9.132886,0.0001322207,0.01829339,0.16132,1.769801,0.1523521,0.0005300988,0.0003279051,0.01787377,0.145627,0.3937278,0.09709409,0.03125191,0.04894854,0.05258787,0.02391626,0.0002341325,2.26352,0.009503385,0.004575268,0.04409738,0.08788806,22.91053,1.90817,6.920499,6.597054,8.053392,3.388669,5.070676,16.42656
